"NUMBR,N,6,0","DIST,N,4,0","DATA,D","ASTRDAY,N,3,0","HR,N,2,0","MIN,N,2,0","V1,N,7,3","V2,N,7,3","V3,N,7,3","TAU1,N,8,4","TAU2,N,8,4"
351,210,01/03/78,2,12,11,31.154,29.888,32.000,0.3790,-0.4839
352,153,01/03/78,2,12,11,27.987,24.277,999.999,0.1640,-0.2687
353,202,01/03/78,2,12,12,999.999,41.922,999.999,-0.5440,-0.5570
354,125,01/03/78,2,12,18,27.988,27.887,27.104,-31.8702,0.2986
355,172,01/03/78,2,12,18,29.371,27.897,30.955,0.6664,-0.9269
356,181,01/03/78,2,12,20,26.985,28.615,26.969,-0.1904,-0.1156
357,170,01/03/78,2,12,20,28.280,29.387,29.084,-0.4067,-0.1407
358,156,01/03/78,2,12,20,48.461,999.999,44.992,1.1561,-0.0836
359,143,01/03/78,2,12,23,999.999,48.156,999.999,-33.0633,-7.1255
360,170,01/03/78,2,12,24,52.882,999.999,999.999,-5.3725,-4.9595
361,171,01/03/78,2,12,26,32.046,999.999,34.653,-0.0974,-1.1945
362,139,01/03/78,2,12,27,39.672,35.572,36.000,-0.2573,0.0369
363,195,01/03/78,2,12,31,26.534,999.999,999.999,-0.2467,-0.1536
364,115,01/03/78,2,12,33,43.265,43.185,42.403,-34.7116,-30.0086
365,141,01/03/78,2,12,36,999.999,34.175,999.999,-1.1985,-0.3125
366,211,01/03/78,2,12,39,999.999,999.999,19.435,-1.7003,-1.2418
367,153,01/03/78,2,12,42,41.862,999.999,47.441,0.3061,-0.0296
368,188,01/03/78,2,12,43,53.384,999.999,53.347,25.0462,-0.0641
369,140,01/03/78,2,12,47,30.072,999.999,32.742,-11.0200,-47.6570
370,129,01/03/78,2,12,49,34.672,999.999,999.999,-36.0806,-35.6524
371,150,01/03/78,2,12,50,999.999,50.147,999.999,-20.2342,-20.0310
372,129,01/03/78,2,12,50,35.260,31.046,35.769,-19.2554,-0.0602
373,202,01/03/78,2,12,51,36.868,999.999,35.886,-10.7289,0.6354
374,294,01/03/78,2,12,52,69.273,61.713,999.999,0.1035,-0.1524
375,168,01/03/78,2,12,53,22.313,999.999,19.853,-2.5921,-1.7932
376,179,01/03/78,2,12,54,999.999,999.999,43.955,-0.2615,7.1228
377,174,01/03/78,2,12,55,32.199,35.554,31.817,-0.0536,0.0492
378,264,01/03/78,2,13,3,999.999,28.148,25.340,-3.1446,-2.6768
379,168,01/03/78,2,13,5,999.999,44.125,999.999,15.1685,-60.0203
380,193,01/03/78,2,13,12,56.151,56.925,50.307,-0.5200,0.0181
381,164,01/03/78,2,13,18,49.331,999.999,999.999,-25.1658,-25.1348
382,163,01/03/78,2,13,18,52.275,43.145,999.999,-39.9087,0.9412
383,142,01/03/78,2,13,20,33.558,32.027,33.010,-0.3541,0.0700
384,147,01/03/78,2,13,20,999.999,999.999,41.058,-0.0171,-0.0210
385,176,01/03/78,2,13,26,999.999,61.901,54.230,-0.0762,-0.0012
386,173,01/03/78,2,13,27,44.602,999.999,53.895,44.6519,-0.2942
387,160,01/03/78,2,13,27,999.999,43.437,39.389,-14.9074,-32.6075
388,294,01/03/78,2,13,28,58.368,58.806,63.472,-0.3257,-0.4158
389,160,01/03/78,2,13,30,31.296,30.884,29.630,-0.3105,-0.2458
390,129,01/03/78,2,13,32,29.767,35.660,30.760,37.6916,-0.4712
391,188,01/03/78,2,13,41,26.723,29.635,26.916,-0.2896,-0.2639
392,152,01/03/78,2,13,42,36.217,39.288,999.999,-0.3130,0.2376
393,153,01/03/78,2,13,42,999.999,22.406,24.086,-16.8701,-1.1998
394,141,01/03/78,2,13,44,999.999,999.999,22.406,-31.3840,0.6305
395,141,01/03/78,2,13,45,39.047,39.209,43.746,-0.0001,0.2072
396,149,01/03/78,2,13,45,34.101,34.165,33.713,0.4675,-0.0104
397,147,01/03/78,2,13,49,999.999,34.478,38.849,1.1404,-0.1078
398,162,01/03/78,2,13,53,33.187,33.224,33.310,-0.0118,-0.0392
399,146,01/03/78,2,13,55,40.929,999.999,999.999,-0.3060,0.0665
400,126,01/03/78,2,13,56,35.771,38.990,999.999,-0.3751,-0.0499
401,150,01/03/78,2,13,58,35.095,35.181,35.834,0.1114,-0.0361
402,116,01/03/78,2,13,59,44.044,36.531,36.570,-19.9449,-9.8657
403,109,01/03/78,2,14,1,31.231,35.668,31.956,40.3206,-0.4788
404,99,01/03/78,2,14,2,30.755,30.345,29.139,-0.3207,0.0361
405,151,01/03/78,2,14,5,35.932,999.999,37.457,-0.1029,-0.0479
406,351,01/03/78,2,14,6,63.781,60.268,999.999,0.0580,-0.0057
407,157,01/03/78,2,14,6,999.999,999.999,27.327,-11.4246,-13.9134
408,289,01/03/78,2,14,8,999.999,67.884,999.999,8.8074,-0.0169
409,136,01/03/78,2,14,9,20.435,999.999,20.652,-18.4335,-0.3128
410,141,01/03/78,2,14,15,35.492,39.414,39.029,-0.3058,0.0775
411,295,01/03/78,2,14,16,38.545,34.015,36.416,-0.0695,-0.3759
412,363,01/03/78,2,14,19,61.290,64.869,999.999,-0.0654,0.0020
413,153,01/03/78,2,14,25,34.027,999.999,33.722,-0.6186,-0.2854
414,140,01/03/78,2,14,27,25.898,26.800,999.999,-0.0338,-0.1305
415,162,01/03/78,2,14,28,38.413,38.797,999.999,-0.4343,0.1292
416,164,01/03/78,2,14,29,34.928,999.999,33.898,-0.3605,-0.5823
417,121,01/03/78,2,14,30,36.042,999.999,32.877,-5.5765,-39.8274
418,221,01/03/78,2,14,30,50.589,52.345,999.999,-23.7756,0.1039
419,132,01/03/78,2,14,30,35.815,36.017,999.999,0.4249,-0.5107
420,137,01/03/78,2,14,32,49.755,51.757,999.999,-0.4886,-0.2901
421,155,01/03/78,2,14,34,37.406,37.609,40.910,-0.0156,0.0148
422,150,01/03/78,2,14,40,999.999,38.039,999.999,0.1500,-0.2950
423,116,01/03/78,2,14,42,32.417,30.040,32.875,-0.1343,-0.1318
424,208,01/03/78,2,14,48,42.958,58.292,999.999,-38.1745,0.2104
425,136,01/03/78,2,14,54,999.999,45.344,999.999,0.2788,-0.4833
426,108,01/03/78,2,15,6,35.379,40.490,999.999,-75.0008,-80.0295
427,127,01/03/78,2,15,15,999.999,38.344,999.999,-0.4121,-0.4725
428,142,01/03/78,2,15,16,33.772,31.535,32.466,-0.8820,0.1140
429,162,01/03/78,2,15,35,999.999,44.106,999.999,-0.8922,-0.7430
430,122,01/03/78,2,15,35,39.536,40.681,999.999,-0.1896,-0.3561
431,125,01/03/78,2,15,43,37.183,33.475,38.535,0.3657,-0.2283
432,122,01/03/78,2,15,48,42.792,999.999,999.999,-41.2437,-41.6905
433,118,01/03/78,2,15,53,40.283,999.999,999.999,-0.1345,-29.6750
434,160,01/03/78,2,15,56,34.796,37.350,999.999,-0.4374,-0.0120
435,159,01/03/78,2,16,16,39.966,40.607,40.182,0.0765,-0.0144
436,281,01/03/78,2,16,24,999.999,32.878,36.129,-1.1836,-0.1422
437,127,01/03/78,2,16,28,38.795,37.803,999.999,-0.1186,-0.0492
438,153,01/03/78,2,16,35,42.110,42.019,999.999,-19.8860,0.2336
439,171,01/03/78,2,16,44,28.046,28.920,28.755,-0.4382,-0.3406
440,210,01/03/78,2,16,50,999.999,29.235,33.613,0.5270,-0.1532
441,121,01/03/78,2,16,57,36.907,37.867,34.483,-0.0827,0.2947
442,101,01/03/78,2,17,11,12.915,999.999,12.687,-0.6414,-0.2930
443,143,01/03/78,2,17,11,36.474,999.999,39.306,-0.0959,-0.3983
444,172,01/03/78,2,17,12,27.381,27.914,27.297,-0.9877,0.0076
445,276,01/03/78,2,17,13,34.280,999.999,34.817,-0.4115,-0.5432
446,133,01/03/78,2,17,24,23.812,24.416,23.155,-0.6050,0.1453
447,146,01/03/78,2,17,26,26.794,26.536,25.534,-0.3598,-0.0369
448,204,01/03/78,2,17,28,999.999,32.050,31.633,-1.9662,-1.4833
449,148,01/03/78,2,17,32,38.802,37.328,40.915,0.6651,-0.2155
450,215,01/03/78,2,17,41,35.205,34.442,999.999,-0.2396,-0.1247
451,412,01/03/78,2,18,9,999.999,999.999,40.843,0.5449,-0.5705
452,119,01/03/78,2,18,11,999.999,999.999,33.811,-0.3878,-0.3512
453,131,01/03/78,2,18,59,999.999,34.451,999.999,60.5879,-0.2107
454,160,01/03/78,2,19,22,999.999,39.416,34.400,0.8545,-0.2732
455,138,01/03/78,2,19,23,999.999,39.600,39.209,-0.4665,-0.4770
456,156,01/03/78,2,19,30,27.225,27.196,27.223,-0.0099,-0.0154
457,139,01/03/78,2,19,33,28.554,27.376,999.999,-1.6222,-14.0110
458,186,01/03/78,2,19,38,42.573,999.999,40.851,0.1885,-0.1628
459,196,01/03/78,2,19,40,999.999,41.768,46.373,0.4059,-0.4605
460,208,01/03/78,2,19,59,999.999,35.344,34.187,0.0277,-0.4645
461,209,01/03/78,2,20,7,37.911,39.179,999.999,0.1597,-0.0126
462,199,01/03/78,2,20,7,35.574,35.655,999.999,-0.4451,-0.4008
463,211,01/03/78,2,20,20,25.510,26.446,999.999,0.2928,-0.1874
464,181,01/03/78,2,20,24,39.389,40.830,39.579,0.3908,-0.1298
465,220,01/03/78,2,20,27,999.999,999.999,39.247,-0.2566,0.0456
466,453,01/03/78,2,20,30,42.383,42.242,42.227,-0.9893,-0.3969
467,205,01/03/78,2,20,33,22.483,26.647,23.365,-0.6567,-0.3522
468,280,01/03/78,2,20,37,35.734,36.248,35.646,-0.5701,-0.0459
469,341,01/03/78,2,20,38,999.999,62.866,999.999,-0.0041,0.1984
470,417,01/03/78,2,20,40,43.300,999.999,45.690,-13.2610,-0.5746
471,466,01/03/78,2,20,46,40.140,999.999,999.999,0.2078,-0.4118
472,240,01/03/78,2,20,50,33.004,34.792,33.474,-0.6230,-0.1658
473,176,01/03/78,2,20,55,27.764,28.092,27.913,0.0717,-0.2541
474,379,01/03/78,2,21,3,999.999,30.945,999.999,0.2564,-0.3705
475,205,01/03/78,2,21,36,38.701,36.186,38.643,-0.3983,-0.3184
476,148,01/03/78,2,21,51,26.818,999.999,29.613,0.0401,-0.5573
477,159,01/03/78,2,22,46,999.999,32.012,999.999,-0.6585,-0.6910
478,266,01/03/78,2,22,49,999.999,999.999,36.582,-0.4338,-0.8690
479,200,01/04/78,3,0,9,999.999,999.999,31.670,0.2419,-0.3619
480,198,01/04/78,3,1,38,19.921,999.999,999.999,-0.2743,0.2027
481,329,01/04/78,3,1,46,22.341,23.109,22.363,-1.2440,-1.3567
482,264,01/04/78,3,1,50,999.999,27.763,999.999,-5.1560,-1.1065
483,129,01/04/78,3,1,51,23.672,24.544,20.225,-11.3440,-0.0510
484,372,01/04/78,3,1,58,25.760,31.364,26.181,-0.7242,-0.6485
485,380,01/04/78,3,2,12,19.630,20.757,19.924,0.4310,-0.2458
486,388,01/04/78,3,2,13,999.999,25.407,18.273,-3.9451,-3.1945
487,443,01/04/78,3,2,33,28.676,999.999,28.153,1.3517,-0.7662
488,356,01/04/78,3,2,39,999.999,62.316,999.999,-29.9905,-9.9968
489,199,01/04/78,3,2,43,24.529,23.277,24.003,0.9546,-0.3391
490,180,01/04/78,3,2,46,999.999,28.729,29.919,-0.7672,-0.9857
491,543,01/04/78,3,2,48,34.442,999.999,39.343,2.2194,-0.1729
492,284,01/04/78,3,2,50,999.999,34.404,33.228,-1.9485,-2.1876
493,159,01/04/78,3,2,52,43.897,999.999,999.999,-12.5057,-13.2472
494,204,01/04/78,3,3,1,22.365,22.975,23.964,0.5790,-0.0185
495,184,01/04/78,3,3,6,19.991,19.861,19.797,1.0300,-0.0616
496,167,01/04/78,3,3,6,19.459,19.689,19.920,-0.7722,-0.4103
497,217,01/04/78,3,3,22,34.500,37.249,33.909,-14.7391,-0.4946
498,173,01/04/78,3,3,34,22.212,24.951,22.611,-0.3943,-0.1274
499,287,01/04/78,3,3,38,31.794,30.776,31.407,-0.3513,-0.3661
500,177,01/04/78,3,3,45,999.999,25.769,29.195,-1.4117,-0.4870
501,130,01/04/78,3,3,50,999.999,999.999,29.028,-0.6782,-0.4125
502,239,01/04/78,3,3,52,35.365,38.592,34.719,-1.3682,0.1205
503,200,01/04/78,3,3,56,28.428,999.999,29.544,0.7832,-0.0651
504,147,01/04/78,3,3,58,999.999,24.042,999.999,-11.0869,-0.0667
505,162,01/04/78,3,4,2,28.199,27.995,999.999,-0.7671,-0.9996
506,221,01/04/78,3,4,3,999.999,24.368,24.622,0.1516,-0.2187
507,139,01/04/78,3,4,13,28.565,29.713,27.617,-0.2732,-0.3549
508,214,01/04/78,3,4,13,999.999,26.766,999.999,-0.6439,0.0688
509,134,01/04/78,3,4,15,999.999,26.820,30.981,-0.5560,-0.6237
510,198,01/04/78,3,4,22,31.537,999.999,34.181,-15.0526,-19.6572
511,187,01/04/78,3,4,22,31.260,32.576,32.169,-0.2013,-0.2688
512,171,01/04/78,3,4,25,999.999,47.103,999.999,-0.3918,-0.2007
513,195,01/04/78,3,4,28,999.999,27.097,999.999,-3.4780,0.2197
514,143,01/04/78,3,4,43,26.407,26.756,24.434,-0.6940,0.1660
515,363,01/04/78,3,4,44,999.999,62.991,999.999,0.0033,-0.1806
516,211,01/04/78,3,5,3,32.619,34.915,32.712,-0.9720,-1.0527
517,158,01/04/78,3,5,7,34.648,999.999,36.018,-0.6102,-0.1452
518,150,01/04/78,3,5,17,26.873,27.600,27.463,-0.4236,-0.4717
519,137,01/04/78,3,5,24,999.999,33.341,28.761,-0.9859,-0.2578
520,164,01/04/78,3,5,29,999.999,999.999,29.427,-8.6673,-8.9268
521,161,01/04/78,3,5,34,33.254,33.900,31.922,-0.6262,-0.1793
522,187,01/04/78,3,5,36,999.999,33.679,999.999,-19.2007,1.0448
523,159,01/04/78,3,5,40,41.312,999.999,999.999,-6.7108,-0.3355
524,142,01/04/78,3,5,48,46.133,40.143,43.747,-10.9682,0.0212
525,210,01/04/78,3,5,49,36.943,999.999,37.773,0.3250,-0.3502
526,134,01/04/78,3,5,54,27.001,33.315,30.650,-15.5675,-46.9319
527,177,01/04/78,3,5,56,999.999,34.856,32.195,0.3459,-0.4935
528,326,01/04/78,3,6,3,53.859,54.597,55.605,-1.1433,-1.3097
529,154,01/04/78,3,6,4,999.999,57.130,50.013,-0.4493,-0.0885
530,168,01/04/78,3,6,8,999.999,50.357,49.609,-40.9805,0.5369
531,384,01/04/78,3,6,9,999.999,27.626,26.949,-0.8619,-0.5214
532,235,01/04/78,3,6,19,35.041,29.730,999.999,-0.1085,-0.4633
533,389,01/04/78,3,6,22,36.164,42.916,41.891,-9.7631,-9.8432
534,211,01/04/78,3,6,28,54.606,56.220,56.885,-0.8469,-0.1825
535,175,01/04/78,3,6,38,24.354,24.145,25.185,-0.3009,-0.1459
536,165,01/04/78,3,6,43,56.502,50.806,49.856,-0.6094,-0.2337
537,135,01/04/78,3,6,43,36.765,999.999,999.999,-20.7479,-17.5866
538,235,01/04/78,3,6,46,44.409,45.536,999.999,-0.7483,-0.8829
539,178,01/04/78,3,6,48,999.999,36.263,999.999,-0.9902,-0.7908
540,394,01/04/78,3,6,54,58.962,999.999,58.279,-0.2275,-0.0605
541,239,01/04/78,3,6,55,40.852,44.373,999.999,-0.7300,-0.1214
542,143,01/04/78,3,6,56,38.107,38.793,38.199,-31.6739,-32.0931
543,169,01/04/78,3,7,28,52.482,49.367,53.779,-0.1347,-0.0199
544,212,01/04/78,3,7,32,999.999,63.873,999.999,-0.1232,-0.0749
545,195,01/04/78,3,7,33,54.046,50.209,999.999,-0.0462,-0.0157
546,168,01/04/78,3,7,45,42.472,49.603,52.304,-1.4949,-1.0139
547,167,01/04/78,3,7,46,44.419,999.999,45.057,-0.7312,-0.3220
548,280,01/04/78,3,7,50,49.070,50.866,49.065,-1.4463,-0.9962
549,374,01/04/78,3,7,52,50.065,47.019,50.102,0.0359,-0.2356
550,162,01/04/78,3,7,55,33.067,999.999,999.999,-17.6228,-0.2520
551,144,01/04/78,3,7,55,60.508,999.999,52.701,-15.8992,-15.2374
552,472,01/04/78,3,7,58,49.968,45.995,50.855,0.6623,-0.2724
553,191,01/04/78,3,8,3,41.081,40.657,38.748,1.5622,-0.1055
554,188,01/04/78,3,8,5,46.574,39.661,45.003,-16.6327,-2.1813
555,156,01/04/78,3,8,9,999.999,999.999,36.457,-0.3207,0.0425
556,267,01/04/78,3,8,9,56.346,55.782,65.790,-1.4538,33.0084
557,293,01/04/78,3,8,9,45.674,41.522,50.674,0.0777,-0.7031
558,161,01/04/78,3,8,16,999.999,41.629,999.999,-0.5132,0.4675
559,177,01/04/78,3,8,17,58.468,51.593,999.999,-0.7308,-0.6820
560,206,01/04/78,3,8,18,999.999,49.503,55.605,-0.3876,-0.3926
561,275,01/04/78,3,8,19,39.642,35.422,38.842,0.5811,-0.4067
562,266,01/04/78,3,8,19,26.994,29.062,28.361,0.0302,-0.1309
563,178,01/04/78,3,8,21,999.999,62.217,999.999,-0.0187,-0.3529
564,188,01/04/78,3,8,23,999.999,999.999,46.740,-0.8473,-0.0660
565,323,01/04/78,3,8,24,53.838,52.747,53.386,-0.0960,-0.0050
566,195,01/04/78,3,8,27,999.999,45.978,999.999,-1.0044,-0.2848
567,185,01/04/78,3,8,30,52.133,999.999,999.999,-0.0088,0.3491
568,133,01/04/78,3,8,31,41.237,48.733,39.056,-0.3548,-0.0740
569,174,01/04/78,3,8,31,999.999,48.902,999.999,-0.5957,-0.3511
570,170,01/04/78,3,8,32,999.999,45.195,52.658,0.0775,-0.0118
571,142,01/04/78,3,8,36,999.999,33.579,999.999,-15.0273,-13.5685
572,211,01/04/78,3,8,39,44.241,42.639,999.999,-0.5534,-0.5231
573,165,01/04/78,3,8,42,999.999,26.148,999.999,-2.0892,-0.1375
574,209,01/04/78,3,8,47,39.268,47.430,39.241,-0.4670,0.3322
575,238,01/04/78,3,8,50,33.808,34.809,35.958,-1.2560,-1.6043
576,121,01/04/78,3,8,56,44.890,999.999,999.999,-23.0006,-16.8815
577,471,01/04/78,3,9,2,41.715,999.999,35.786,-2.0670,-1.4971
578,138,01/04/78,3,9,5,28.257,999.999,30.781,-57.5377,-57.5377
579,236,01/04/78,3,9,8,999.999,999.999,50.862,0.4978,-0.1105
580,155,01/04/78,3,9,11,27.469,26.551,28.408,-0.4434,-0.3346
581,162,01/04/78,3,9,14,43.746,46.860,999.999,-0.4769,-0.8392
582,230,01/04/78,3,9,15,999.999,50.803,58.728,-1.5519,-0.0294
583,187,01/04/78,3,9,15,999.999,46.905,999.999,-0.0015,0.0464
584,166,01/04/78,3,9,22,999.999,56.546,999.999,-0.0575,-0.0273
585,154,01/04/78,3,9,28,999.999,42.201,999.999,-14.2625,-9.1565
586,205,01/04/78,3,9,33,55.485,56.937,999.999,-0.3062,-0.2195
587,277,01/04/78,3,9,34,32.464,999.999,31.873,-0.4890,0.2820
588,148,01/04/78,3,9,34,61.327,999.999,999.999,-14.5440,-14.6989
589,159,01/04/78,3,9,37,999.999,55.299,999.999,-0.0145,-0.0200
590,166,01/04/78,3,9,39,999.999,999.999,56.555,-0.0338,-0.1150
591,191,01/04/78,3,9,43,999.999,45.404,50.904,-15.8169,-15.7906
592,190,01/04/78,3,9,46,42.792,999.999,40.945,-0.0580,0.2103
593,143,01/04/78,3,9,47,37.480,999.999,999.999,-15.3193,-14.6050
594,180,01/04/78,3,9,48,43.216,45.229,45.505,-0.4636,-0.0092
595,156,01/04/78,3,9,50,37.450,999.999,999.999,-2.9318,-0.6832
596,186,01/04/78,3,9,52,28.833,33.072,33.344,-0.0250,-0.0130
597,214,01/04/78,3,9,53,31.945,32.186,32.249,-0.0608,0.0953
598,128,01/04/78,3,9,53,32.873,30.064,32.216,-49.6021,-49.6873
599,114,01/04/78,3,10,0,38.465,999.999,999.999,-38.9877,-39.3436
600,330,01/04/78,3,10,3,41.660,35.141,34.263,-3.3210,-3.0726
601,159,01/04/78,3,10,4,25.908,999.999,999.999,-29.8961,-36.1520
602,200,01/04/78,3,10,7,999.999,62.040,999.999,-0.0649,-0.1534
603,196,01/04/78,3,10,11,30.150,30.062,30.564,-0.4154,-0.3528
604,146,01/04/78,3,10,11,999.999,39.603,46.858,0.5242,-0.0462
605,267,01/04/78,3,10,12,999.999,41.559,999.999,-2.2105,-1.8502
606,118,01/04/78,3,10,13,43.931,999.999,999.999,-0.1417,-0.1613
607,243,01/04/78,3,10,15,30.145,30.859,30.098,-0.3248,0.3451
608,155,01/04/78,3,10,16,999.999,999.999,41.259,-0.9176,-0.2790
609,201,01/04/78,3,10,17,999.999,33.865,34.500,-1.0410,-1.5710
610,176,01/04/78,3,10,30,38.815,40.498,39.053,-0.2724,0.3335
611,271,01/04/78,3,10,31,53.070,999.999,52.585,-0.6498,0.0503
612,190,01/04/78,3,10,37,999.999,39.459,999.999,-0.2564,-0.4334
613,169,01/04/78,3,10,38,29.821,31.746,31.025,0.0818,-0.1704
614,400,01/04/78,3,10,39,34.064,34.808,34.598,0.2333,-0.5434
615,168,01/04/78,3,10,40,30.300,29.811,29.784,-0.0980,0.0205
616,162,01/04/78,3,10,40,40.115,41.564,36.208,-0.1697,-0.1276
617,246,01/04/78,3,10,40,36.142,999.999,36.833,-0.3505,-0.4306
618,210,01/04/78,3,10,43,38.945,999.999,41.492,-33.0413,-0.6660
619,411,01/04/78,3,10,43,38.332,40.157,38.698,-0.7710,-0.4772
620,109,01/04/78,3,10,44,999.999,999.999,40.179,0.3408,-0.0462
621,144,01/04/78,3,10,44,41.235,40.666,38.344,0.2478,-0.1424
622,239,01/04/78,3,10,49,999.999,29.763,31.134,-12.0711,-11.8179
623,164,01/04/78,3,10,52,26.711,999.999,26.072,-9.8364,0.5203
624,205,01/04/78,3,10,56,33.230,32.940,33.412,-0.4091,-0.7297
625,267,01/04/78,3,11,2,36.106,36.787,36.756,-1.5170,-1.4405
626,174,01/04/78,3,11,3,999.999,34.712,999.999,-39.5711,-0.4068
627,155,01/04/78,3,11,5,999.999,46.100,999.999,-23.5482,-2.5798
628,158,01/04/78,3,11,7,43.228,40.582,999.999,-0.0075,0.3950
629,270,01/04/78,3,11,9,999.999,999.999,38.747,-0.0904,0.2825
630,179,01/04/78,3,11,13,32.317,31.096,33.493,-0.1683,-0.3961
631,141,01/04/78,3,11,13,44.768,999.999,45.572,0.4533,-0.0429
632,270,01/04/78,3,11,14,36.767,36.312,36.440,-0.7233,-0.4411
633,138,01/04/78,3,11,16,999.999,999.999,44.658,-0.2363,-0.2145
634,142,01/04/78,3,11,16,999.999,999.999,46.151,-0.8693,-0.1825
635,201,01/04/78,3,11,18,999.999,45.079,36.744,-1.9242,-0.9755
636,155,01/04/78,3,11,18,46.504,42.136,999.999,-4.3566,4.5979
637,209,01/04/78,3,11,21,999.999,59.218,999.999,4.7709,-0.0830
638,113,01/04/78,3,11,29,35.626,27.932,999.999,-0.1202,-0.1211
639,150,01/04/78,3,11,30,47.398,50.012,999.999,-0.2230,-0.2864
640,151,01/04/78,3,11,30,999.999,32.019,999.999,-43.5433,-39.7248
641,109,01/04/78,3,11,30,30.848,999.999,999.999,-60.0927,-30.4822
642,173,01/04/78,3,41,34,34.111,999.999,31.135,-49.7196,0.7757
643,153,01/04/78,3,11,42,999.999,999.999,46.970,-69.7273,-69.7477
644,113,01/04/78,3,11,43,999.999,37.155,32.668,-0.5513,-0.1489
645,155,01/04/78,3,11,46,31.536,34.521,32.778,0.1837,-0.3979
646,196,01/04/78,3,11,47,25.747,27.765,27.789,-0.3013,-0.8359
647,171,01/04/78,3,11,48,999.999,31.221,30.978,-0.8775,-0.7504
648,141,01/04/78,3,11,49,34.484,35.260,28.604,-0.4090,0.0501
649,208,01/04/78,3,11,52,51.321,49.468,49.010,0.9897,-9.0773
650,135,01/04/78,3,11,54,999.999,39.422,999.999,-39.9399,-75.0075
651,115,01/04/78,3,11,54,38.175,35.848,36.507,-24.8287,14.8981
652,213,01/04/78,3,11,56,999.999,50.221,999.999,-17.3105,-0.1531
653,168,01/04/78,3,11,56,31.707,31.471,31.308,0.3160,-0.0417
654,196,01/04/78,3,11,59,39.829,41.587,43.277,-0.2734,-0.0469
655,179,01/04/78,3,12,4,28.082,999.999,24.668,0.3885,-0.5356
656,167,01/04/78,3,12,4,35.892,35.874,35.550,-0.1322,-0.1388
657,294,01/04/78,3,12,11,31.849,31.889,31.882,-0.0364,0.4082
658,183,01/04/78,3,12,17,35.435,40.414,38.823,-0.4195,0.2198
659,180,01/04/78,3,12,17,999.999,30.903,29.684,-7.8371,-7.9700
660,135,01/04/78,3,12,25,42.825,40.325,38.921,-0.1885,-0.1580
661,164,01/04/78,3,12,26,38.177,999.999,46.966,-2.1068,-1.1458
662,137,01/04/78,3,12,27,35.314,38.443,36.692,-0.8949,-0.4952
663,148,01/04/78,3,12,30,36.537,35.710,36.344,0.0160,-0.3369
664,170,01/04/78,3,12,34,28.611,31.267,999.999,-0.9042,-0.9160
665,189,01/04/78,3,12,36,38.784,39.391,39.737,-0.6531,-0.1285
666,245,01/04/78,3,12,40,30.736,30.084,30.076,-0.0166,0.0365
667,161,01/04/78,3,12,40,36.991,33.690,37.941,0.1034,-0.4689
668,166,01/04/78,3,12,41,999.999,37.732,41.420,-0.0381,-0.0533
669,168,01/04/78,3,12,46,42.135,42.450,43.647,0.0189,-14.9374
670,149,01/04/78,3,12,49,999.999,36.415,999.999,4.0446,-40.1114
671,184,01/04/78,3,12,50,37.820,38.588,30.986,-13.4260,0.6649
672,163,01/04/78,3,12,54,30.651,31.876,31.733,-0.2042,-0.2337
673,171,01/04/78,3,13,5,999.999,26.900,26.537,-22.1495,-21.9735
674,279,01/04/78,3,13,6,999.999,32.446,999.999,-1.9895,0.1931
675,265,01/04/78,3,13,6,29.606,31.277,29.879,-0.4946,0.2677
676,93,01/04/78,3,13,7,21.665,26.616,22.073,-13.3887,0.4043
677,154,01/04/78,3,13,11,999.999,47.661,999.999,-0.3426,-0.1403
678,167,01/04/78,3,13,12,27.771,999.999,28.394,-22.8230,-0.0871
679,163,01/04/78,3,13,14,999.999,999.999,27.798,-0.6449,-0.3585
680,124,01/04/78,3,13,15,32.759,999.999,32.084,-62.9689,-54.1535
681,106,01/04/78,3,13,17,999.999,32.062,999.999,-17.6028,0.6742
682,196,01/04/78,3,13,28,32.217,32.645,32.897,-0.3420,-0.3420
683,198,01/04/78,3,13,30,54.533,56.666,999.999,-17.9424,-10.7862
684,174,01/04/78,3,13,31,999.999,31.264,999.999,-4.3194,-30.7164
685,142,01/04/78,3,13,34,27.953,999.999,999.999,-18.0210,-19.2127
686,137,01/04/78,3,13,35,37.392,37.389,999.999,-0.1400,-0.0895
687,201,01/04/78,3,13,36,27.839,999.999,27.834,0.5321,-0.0223
688,176,01/04/78,3,13,39,30.565,999.999,999.999,-0.8396,0.2811
689,189,01/04/78,3,13,48,28.787,25.984,26.557,-0.4454,0.5847
690,124,01/04/78,3,13,50,33.078,33.220,999.999,-0.0667,-0.5229
691,139,01/04/78,3,13,59,34.434,33.904,35.540,-0.0760,-0.0125
692,326,01/04/78,3,13,59,23.083,999.999,23.248,9.5723,-0.1046
693,147,01/04/78,3,14,4,39.822,999.999,40.887,-2.8965,-34.9814
694,185,01/04/78,3,14,22,29.104,999.999,28.932,1.3892,-0.0542
695,141,01/04/78,3,14,25,34.428,36.247,38.079,-0.5733,-0.4083
696,237,01/04/78,3,14,26,999.999,21.597,20.931,-1.1853,-1.1358
697,187,01/04/78,3,14,27,999.999,36.944,33.270,-0.1025,0.1923
698,212,01/04/78,3,14,28,33.369,33.545,33.390,-0.4511,-0.4052
699,149,01/04/78,3,14,29,36.259,40.168,999.999,38.3971,-0.0382
700,184,01/04/78,3,14,36,999.999,29.115,27.569,-29.9324,-29.8061
