"NUMBR,N,6,0","DIST,N,4,0","DATA,D","ASTRDAY,N,3,0","HR,N,2,0","MIN,N,2,0","V1,N,7,3","V2,N,7,3","V3,N,7,3","TAU1,N,8,4","TAU2,N,8,4"
1227,335,01/20/78,19,5,42,58.945,58.466,60.771,-0.5294,-0.1140
1228,230,01/20/78,19,5,47,999.999,26.967,27.140,-0.1267,0.7391
1229,139,01/20/78,19,5,55,28.035,23.784,26.399,0.1657,-0.4003
1230,291,01/20/78,19,5,57,999.999,40.273,47.354,-0.7996,-0.0988
1231,151,01/20/78,19,5,58,36.739,999.999,999.999,0.2593,-0.1240
1232,274,01/20/78,19,6,0,999.999,999.999,38.615,-0.3524,-0.7669
1233,244,01/20/78,19,3,1,999.999,39.483,44.661,-11.7487,-0.5398
1234,144,01/20/78,19,6,13,999.999,999.999,33.149,-0.2941,-0.5630
1235,214,01/20/78,19,6,17,36.968,41.526,41.508,-0.9720,-0.2308
1236,209,01/20/78,19,6,17,999.999,999.999,40.002,-5.0589,-1.3717
1237,234,01/20/78,19,6,25,46.125,999.999,46.464,-26.0619,-0.4432
1238,241,01/20/78,19,6,29,25.131,26.294,28.091,-0.7318,-0.8911
1239,204,01/20/78,19,6,35,999.999,26.459,32.729,-49.3853,-49.4079
1240,140,01/20/78,19,6,37,999.999,52.193,52.061,-24.7076,0.4771
1241,390,01/20/78,19,6,40,33.045,34.785,33.285,-1.2495,0.4217
1242,161,01/20/78,19,6,55,37.031,40.506,999.999,-21.5684,0.7527
1243,262,01/20/78,19,6,56,999.999,999.999,44.626,-8.6904,1.0840
1244,215,01/20/78,19,6,57,999.999,35.362,999.999,-27.3224,1.1477
1245,185,01/20/78,19,6,58,999.999,73.874,999.999,-1.1681,-0.2698
1246,453,01/20/78,19,7,1,999.999,54.186,999.999,-20.4706,0.7165
1247,279,01/20/78,19,7,2,61.421,60.023,57.116,-0.6497,-0.1722
1248,234,01/20/78,19,7,3,57.023,59.802,57.409,-0.1122,-0.0724
1249,181,01/20/78,19,7,5,53.177,999.999,52.239,0.0539,-0.0172
1250,261,01/20/78,19,7,6,70.835,62.523,65.228,-0.0865,0.0439
1251,336,01/20/78,19,7,13,37.572,39.079,40.011,-0.9207,-0.9283
1252,275,01/20/78,19,7,14,63.491,60.984,57.796,-0.2926,-0.1985
1253,179,01/20/78,19,7,18,38.579,38.500,37.301,29.8155,-0.1259
1254,168,01/20/78,19,7,19,999.999,35.200,999.999,-19.6928,-1.0688
1255,196,01/20/78,19,7,26,54.221,47.154,999.999,-2.8839,0.3800
1256,166,01/20/78,19,7,27,52.013,57.663,53.300,-0.3381,0.0198
1257,530,01/20/78,19,7,33,41.086,48.309,39.972,-1.5825,0.7126
1258,280,01/20/78,19,7,36,55.404,999.999,999.999,-1.6078,0.0629
1259,322,01/20/78,19,7,37,999.999,999.999,51.029,-8.4278,0.2949
1260,197,01/20/78,19,7,38,52.082,56.779,999.999,-0.8296,-0.3390
1261,180,01/20/78,19,7,40,999.999,999.999,51.491,-9.0775,-0.1895
1262,144,01/20/78,19,7,42,999.999,65.454,999.999,-0.5965,-0.2930
1263,189,01/20/78,19,7,47,999.999,53.314,999.999,0.0755,-0.0065
1264,218,01/20/78,19,7,47,57.246,50.703,999.999,-0.6726,-0.4952
1265,224,01/20/78,19,7,52,49.097,50.870,56.425,-0.9803,-0.7626
1266,169,01/20/78,19,7,54,999.999,999.999,48.192,-0.2267,-0.4886
1267,327,01/20/78,19,7,55,999.999,999.999,46.767,-0.0685,-0.8763
1268,172,01/20/78,19,7,56,59.191,57.533,999.999,-0.0166,0.0055
1269,217,01/20/78,19,7,57,27.656,999.999,27.424,37.5015,-0.1925
1270,144,01/20/78,19,7,58,999.999,46.475,52.658,-0.3714,0.1253
1271,198,01/20/78,19,8,4,56.655,59.093,999.999,0.1395,-0.3440
1272,261,01/20/78,19,8,6,35.205,31.655,31.383,-0.4750,-0.4308
1273,168,01/20/78,19,8,6,52.257,44.078,56.894,-0.1916,-0.1974
1274,178,01/20/78,19,8,19,51.057,53.839,45.420,-0.2183,0.2822
1275,215,01/20/78,19,8,19,999.999,48.638,44.253,-0.5895,-0.5333
1276,270,01/20/78,19,8,21,41.550,999.999,45.530,-0.7207,-0.7031
1277,179,01/20/78,19,8,27,54.056,44.787,999.999,-12.4690,-10.9649
1278,233,01/20/78,19,8,29,40.001,45.275,50.119,0.1738,-0.1448
1279,155,01/20/78,19,8,31,999.999,47.963,999.999,-0.5903,-0.4499
1280,212,01/20/78,19,8,31,63.926,56.420,999.999,-0.6323,-0.0407
1281,460,01/20/78,19,8,34,37.891,999.999,999.999,0.4500,-0.6557
1282,183,01/20/78,19,8,40,49.810,63.149,52.419,-0.9744,-0.0744
1283,208,01/20/78,19,8,46,40.687,38.848,41.697,0.3318,-0.0538
1284,374,01/20/78,19,8,47,58.349,60.522,58.636,-0.2038,-0.3331
1285,168,01/20/78,19,8,51,32.915,999.999,30.187,-4.9983,-35.5260
1286,182,01/20/78,19,8,54,59.430,53.257,54.137,-0.2883,-0.3247
1287,325,01/20/78,19,8,59,39.247,42.366,39.365,-0.1760,0.0056
1288,228,01/20/78,19,8,59,999.999,44.422,999.999,-0.3547,-0.6756
1289,180,01/20/78,19,9,0,999.999,999.999,49.724,-11.7369,-0.0062
1290,172,01/20/78,19,9,0,999.999,49.856,51.911,-0.2139,-0.2106
1291,161,01/20/78,19,9,1,999.999,36.138,999.999,-0.5404,0.2542
1292,291,01/20/78,19,9,4,45.114,46.115,44.372,-0.9734,0.4557
1293,267,01/20/78,19,9,10,56.949,45.045,55.045,-0.6016,-0.0146
1294,160,01/20/78,19,9,11,51.065,999.999,999.999,1.1447,-3.3294
1295,237,01/20/78,19,9,17,57.493,54.737,57.881,-0.4893,0.1356
1296,336,01/20/78,19,9,17,34.109,34.160,34.115,-0.6474,-0.5240
1297,295,01/20/78,19,9,18,36.175,999.999,36.922,0.2575,-0.3933
1298,169,01/20/78,19,9,19,999.999,40.070,40.916,-1.1368,-16.7825
1299,165,01/20/78,19,9,23,29.186,34.597,29.800,-0.2344,-0.2557
1300,243,01/20/78,19,9,26,37.654,37.893,38.811,-0.8336,-1.2219
1301,186,01/20/78,19,9,28,47.257,46.659,52.812,-1.4408,-0.5200
1302,169,01/20/78,19,9,32,52.352,999.999,999.999,-18.2517,-18.1682
1303,267,01/20/78,19,9,32,30.382,31.328,31.150,-0.3939,-0.3763
1304,192,01/20/78,19,9,42,999.999,44.157,46.963,-0.2601,-0.3000
1305,212,01/20/78,19,9,49,999.999,24.335,999.999,-52.3842,-61.9101
1306,233,01/20/78,19,9,50,47.902,999.999,41.184,-1.0433,-0.3014
1307,167,01/20/78,19,9,55,28.998,24.807,25.329,-23.4984,0.0548
1308,220,01/20/78,19,10,12,999.999,50.642,999.999,-0.7553,0.4060
1309,125,01/20/78,19,10,14,25.083,32.182,999.999,-10.8980,12.0928
1310,261,01/20/78,19,10,17,31.411,29.988,32.111,0.3261,-0.1854
1311,268,01/20/78,19,0,19,29.771,30.201,29.798,-0.1355,0.3224
1312,217,01/20/78,19,10,22,28.152,999.999,30.825,-1.4070,-0.9650
1313,295,01/20/78,19,10,27,999.999,42.160,42.621,-0.1415,-0.3825
1314,170,01/20/78,19,10,27,35.658,41.688,34.706,-0.2225,-0.2747
1315,205,01/20/78,19,10,40,28.622,30.244,30.248,0.7257,-0.1242
1316,260,01/20/78,19,10,41,36.266,36.964,37.403,-1.1145,-0.5302
1317,236,01/20/78,19,10,42,39.038,999.999,35.962,0.1739,-0.4260
1318,158,01/20/78,19,10,45,42.384,42.509,40.032,-0.6705,-0.1641
1319,188,01/20/78,19,10,46,33.511,30.696,33.182,20.6054,-0.0245
1320,180,01/20/78,19,10,47,27.413,26.543,25.436,0.0940,-0.0555
1321,204,01/20/78,19,10,54,36.195,999.999,36.405,-1.3742,0.2606
1322,172,01/20/78,19,10,59,999.999,999.999,43.493,0.0630,-0.6806
1323,167,01/20/78,19,10,59,44.468,999.999,48.312,0.0315,-0.0342
1324,159,01/20/78,19,11,2,34.759,999.999,35.574,-0.3620,-0.9996
1325,159,01/20/78,19,11,6,21.870,24.798,24.145,-0.6770,-0.2650
1326,183,01/20/78,19,11,14,999.999,20.756,20.203,-0.3497,0.0305
1327,114,01/20/78,19,11,14,36.723,36.693,38.462,10.4957,-0.4764
1328,170,01/20/78,19,11,26,999.999,999.999,30.468,0.8046,-0.1058
1329,174,01/20/78,19,11,30,36.161,37.657,36.071,-0.5046,-0.3571
1330,286,01/20/78,19,11,34,47.755,45.103,46.763,-0.3050,-0.2953
1331,161,01/20/78,19,11,35,37.690,40.037,39.390,-0.0302,-0.3810
1332,172,01/20/78,19,11,38,24.116,999.999,25.193,2.0300,-0.0415
1333,207,01/20/78,19,11,39,39.577,41.408,41.138,23.0064,-0.0657
1334,103,01/20/78,19,11,41,25.406,999.999,999.999,-21.6308,-70.6155
1335,165,01/20/78,19,11,42,35.202,36.640,36.808,25.6174,-0.0016
1336,362,01/20/78,19,11,50,61.205,61.206,64.703,-49.9704,-0.1276
1337,136,01/20/78,19,11,51,32.626,31.198,38.552,-28.4505,-28.4505
1338,136,01/20/78,19,12,12,23.483,23.526,26.165,-0.3874,0.0170
1339,205,01/20/78,19,12,19,33.287,38.246,34.374,-0.4510,-0.3308
1340,232,01/20/78,19,12,19,28.966,31.228,999.999,-0.3262,0.2443
1341,166,01/20/78,19,12,22,44.676,999.999,49.928,-9.8844,0.1478
1342,144,01/20/78,19,12,39,999.999,35.860,999.999,-0.1742,-0.1047
1343,116,01/20/78,19,12,41,25.532,999.999,26.063,-28.1693,0.0828
1344,166,01/20/78,19,12,46,28.846,999.999,38.160,-31.9874,-29.2298
1345,187,01/20/78,19,12,47,27.224,30.040,23.125,-45.0237,12.8134
1346,246,01/20/78,19,12,50,27.810,27.436,27.879,0.6408,-0.4246
1347,139,01/20/78,19,12,51,34.173,32.004,33.861,0.2728,-0.0029
1348,151,01/20/78,19,13,7,35.158,33.569,38.535,-0.6071,-0.0556
1349,131,01/20/78,19,13,15,42.283,999.999,44.503,-0.5031,0.0690
1350,126,01/20/78,19,13,37,999.999,38.039,33.556,-0.4435,-0.4907
1351,134,01/20/78,19,13,37,41.700,40.227,44.965,-37.2325,-37.0962
1352,123,01/20/78,19,13,59,999.999,23.170,24.170,-27.1065,-0.5021
1353,162,01/20/78,19,14,5,28.160,33.295,34.655,22.3530,-8.8120
1354,155,01/20/78,19,14,8,31.421,31.172,31.806,-0.3093,-0.9758
1355,124,01/20/78,19,14,15,29.926,28.108,28.523,1.0657,-0.0765
1356,162,01/20/78,19,14,28,999.999,34.801,39.499,38.4635,-0.0148
1357,123,01/20/78,19,14,36,35.105,999.999,33.959,-0.9022,0.1490
1358,182,01/20/78,19,15,17,30.606,26.090,30.922,9.6483,-0.4521
1359,155,01/20/78,19,15,44,37.205,35.128,38.769,-0.0929,-0.5366
1360,121,01/20/78,19,16,4,28.802,31.287,29.502,-0.7390,-0.2353
1361,172,01/20/78,19,16,6,28.550,999.999,25.848,1.3569,-0.1506
1362,216,01/20/78,19,16,6,999.999,999.999,35.865,-1.1140,0.7643
1363,295,01/20/78,19,19,51,38.254,38.572,38.158,-1.0091,0.2624
1364,273,01/20/78,19,20,39,37.806,36.046,37.601,-0.0545,-0.0173
1365,364,01/21/78,20,0,36,999.999,62.880,999.999,-20.1985,-9.9972
1366,265,01/21/78,20,0,41,15.441,15.395,15.493,-0.6264,-0.1945
1367,185,01/21/78,20,1,48,25.196,999.999,25.474,-18.5180,-1.0614
1368,171,01/21/78,20,1,49,999.999,999.999,31.504,-0.0023,-0.1657
1369,174,01/21/78,20,2,17,38.987,999.999,999.999,-11.1321,6.1138
1370,210,01/21/78,20,2,17,999.999,33.585,34.233,-0.8680,0.0092
1371,192,01/21/78,20,2,32,23.322,28.784,24.512,-0.5671,-0.0698
1372,185,01/21/78,20,2,41,29.835,999.999,28.981,-31.4082,-0.5988
1373,237,01/21/78,20,2,42,23.857,23.304,24.325,-0.5029,-0.4606
1374,155,01/21/78,20,3,1,22.357,999.999,22.389,0.1170,-0.0332
1375,266,01/21/78,20,3,13,29.553,999.999,29.769,-0.3877,-0.2796
1376,170,01/21/78,20,3,14,28.162,27.712,26.192,-0.5184,-0.3570
1377,168,01/21/78,20,3,18,19.741,21.447,20.902,-0.3569,-0.0514
1378,295,01/21/78,20,3,19,999.999,999.999,39.162,-1.2901,0.2121
1379,270,01/21/78,20,3,21,32.511,33.540,999.999,-41.7069,-1.5518
1380,454,01/21/78,20,3,25,37.592,999.999,38.872,-0.2330,0.7541
1381,288,01/21/78,20,3,26,999.999,42.250,999.999,-2.1962,-0.1371
1382,281,01/21/78,20,3,33,999.999,39.356,999.999,-27.4884,-29.6419
1383,323,01/21/78,20,3,33,39.023,38.954,39.418,-0.3940,-0.0490
1384,129,01/21/78,20,3,33,999.999,999.999,20.442,-6.6238,-0.1238
1385,179,01/21/78,20,3,33,20.650,23.278,25.029,-0.7301,-0.8935
1386,182,01/21/78,20,3,36,25.106,24.642,25.193,-0.2208,-0.0051
1387,168,01/21/78,20,3,49,25.161,24.782,24.822,-0.1834,0.3434
1388,354,01/21/78,20,3,52,999.999,62.381,999.999,-5.0442,-5.2418
1389,234,01/21/78,20,3,57,17.317,17.316,17.182,-0.3682,0.2247
1390,163,01/21/78,20,4,1,35.355,999.999,999.999,-15.8644,0.4055
1391,191,01/21/78,20,4,2,999.999,999.999,24.560,-0.1996,-0.2623
1392,218,01/21/78,20,4,4,34.014,34.393,34.284,-0.1776,0.1456
1393,161,01/21/78,20,4,5,999.999,23.490,28.749,-37.7442,-39.5410
1394,203,01/21/78,20,4,8,34.497,33.240,35.942,-0.6719,-0.3058
1395,183,01/21/78,20,4,10,30.722,28.645,31.663,0.3668,-0.1291
1396,171,01/21/78,20,4,12,31.587,32.210,34.060,-1.9713,-1.7482
1397,205,01/21/78,20,4,15,31.025,999.999,30.901,-0.9424,0.0375
1398,230,01/21/78,20,4,19,40.867,35.613,34.458,-0.4652,-0.4862
1399,166,01/21/78,20,4,20,999.999,999.999,35.893,-16.5405,-14.2471
1400,147,01/21/78,20,4,29,999.999,999.999,17.103,-0.9977,-0.8207
1401,165,01/21/78,20,4,31,27.118,27.123,25.593,0.3959,-0.0476
1402,240,01/21/78,20,4,36,999.999,999.999,59.702,-6.1344,0.3562
1403,176,01/21/78,20,4,37,28.330,31.030,28.429,-0.3576,0.0245
1404,131,01/21/78,20,4,41,999.999,21.445,22.285,-2.4632,-2.0665
1405,155,01/21/78,20,4,42,23.960,25.999,24.256,-0.4589,-0.0742
1406,179,01/21/78,20,5,1,27.440,26.300,28.479,0.1365,-0.4979
1407,424,01/21/78,20,5,17,50.483,999.999,52.147,0.2840,-0.4967
1408,120,01/21/78,20,5,22,37.689,42.568,42.562,-2.1845,-0.2611
1409,152,01/21/78,20,5,22,35.471,999.999,999.999,-0.9395,0.2194
1410,168,01/21/78,20,5,28,30.860,35.950,29.401,-0.3456,0.0649
1411,153,01/21/78,20,5,30,999.999,31.346,36.725,1.8107,-0.2604
1412,207,01/21/78,20,5,52,999.999,50.324,55.979,-0.1014,-0.1715
1413,330,01/21/78,20,6,16,999.999,48.404,45.565,-0.2535,0.0742
1414,242,01/21/78,20,6,19,34.794,33.741,34.414,0.2881,17.6240
1415,293,01/21/78,20,6,23,35.271,999.999,34.039,-0.1569,0.0615
1416,152,01/21/78,20,6,25,999.999,999.999,36.724,1.3307,-0.3329
1417,162,01/21/78,20,6,33,59.144,999.999,53.490,-0.0698,-0.0558
1418,345,01/21/78,20,6,38,35.744,35.266,36.543,-0.2136,-0.8294
1419,156,01/21/78,20,6,45,999.999,68.000,999.999,-0.9723,-0.5803
1420,214,01/21/78,20,6,48,56.805,57.815,999.999,-0.6007,-0.4039
1421,230,01/21/78,20,6,49,26.739,999.999,26.380,-0.5204,-1.1547
1422,413,01/21/78,20,6,53,999.999,35.453,35.282,0.0884,-0.9014
1423,514,01/21/78,20,6,55,56.378,54.919,58.040,-0.6769,-0.1572
1424,162,01/21/78,20,6,55,30.236,29.938,29.933,-0.0545,-0.0820
1425,320,01/21/78,20,6,56,57.625,52.575,57.954,-0.2821,0.1556
1426,182,01/21/78,20,7,17,999.999,54.515,999.999,-11.7612,0.8024
1427,216,01/21/78,20,7,18,56.233,999.999,999.999,-19.3914,-25.4300
1428,280,01/21/78,20,7,18,999.999,56.388,51.199,-0.9323,-1.1587
1429,371,01/21/78,20,7,19,999.999,60.087,999.999,-0.4011,-0.2327
1430,280,01/21/78,20,7,21,999.999,57.540,999.999,-6.8465,0.0431
1431,171,01/21/78,20,7,22,47.697,999.999,44.060,-0.1475,0.2292
1432,246,01/21/78,20,7,22,53.864,46.227,46.627,-9.3549,0.1622
1433,166,01/21/78,20,7,25,31.905,29.232,999.999,-0.6558,0.0999
1434,191,01/21/78,20,7,26,32.998,32.208,32.748,-0.3394,0.1442
1435,175,01/21/78,20,7,26,999.999,999.999,42.280,-0.5795,0.1183
1436,181,01/21/78,20,7,27,999.999,999.999,52.153,-0.6616,-0.0376
1437,154,01/21/78,20,7,28,36.736,38.592,50.167,-0.0796,-0.4284
1438,222,01/21/78,20,7,33,999.999,47.224,999.999,1.0078,-0.3362
1439,434,01/21/78,20,7,39,999.999,58.179,56.395,-8.9057,0.8801
1440,280,01/21/78,20,7,39,61.568,999.999,64.452,-0.5459,0.0899
1441,405,01/21/78,20,7,40,47.293,999.999,51.640,-0.4391,0.8690
1442,223,01/21/78,20,7,41,53.757,50.744,999.999,0.3467,-0.0756
1443,271,01/21/78,20,7,43,51.312,51.976,55.456,-0.5653,0.0596
1444,215,01/21/78,20,7,43,56.480,64.502,64.792,-0.6484,-0.4598
1445,152,01/21/78,20,7,43,54.174,47.934,999.999,-0.3105,-0.2351
1446,202,01/21/78,20,7,52,52.269,999.999,52.237,-5.7572,0.0705
1447,168,01/21/78,20,7,53,44.502,40.305,999.999,-0.0457,-0.0707
1448,189,01/21/78,20,8,0,999.999,47.251,999.999,-1.0614,-0.9601
1449,326,01/21/78,20,8,10,51.515,48.247,50.761,-0.2137,0.3522
1450,218,01/21/78,20,8,4,54.633,57.253,54.926,0.3668,-0.0553
1451,281,01/21/78,20,8,4,46.672,46.174,999.999,-0.0147,0.0712
1452,191,01/21/78,20,8,5,55.838,50.513,999.999,-5.5090,-4.8765
1453,193,01/21/78,20,8,7,27.356,29.027,28.205,-0.2255,-0.5626
1454,501,01/21/78,20,8,8,999.999,56.930,51.501,-1.3175,-0.4972
1455,139,01/21/78,20,8,8,999.999,48.553,999.999,-19.4101,1.6887
1456,245,01/21/78,20,8,10,48.455,46.383,49.595,-0.2498,-0.7470
1457,220,01/21/78,20,8,11,54.676,999.999,54.772,-0.6628,0.0729
1458,467,01/21/78,20,8,12,46.537,46.143,46.440,-0.5260,-0.4999
1459,169,01/21/78,20,8,17,43.070,47.926,45.463,-0.5407,-0.4644
1460,178,01/21/78,20,8,19,45.428,51.739,999.999,-0.0283,-0.0306
1461,235,01/21/78,20,8,19,67.330,61.933,58.738,-0.8486,-0.4546
1462,157,01/21/78,20,8,21,55.467,52.768,58.188,-0.3212,-0.3379
1463,174,01/21/78,20,8,26,999.999,48.971,49.625,-0.3066,-0.5168
1464,184,01/21/78,20,8,27,999.999,40.170,999.999,-0.5920,-0.2954
1465,205,01/21/78,20,8,34,999.999,999.999,44.083,-9.6050,0.0201
1466,144,01/21/78,20,8,34,999.999,41.281,999.999,-0.3919,-0.4348
1467,281,01/21/78,20,8,35,46.115,999.999,44.372,-0.0365,0.5025
1468,148,01/21/78,20,8,36,66.166,999.999,999.999,-11.4323,0.1880
1469,178,01/21/78,20,8,36,999.999,50.727,999.999,-0.3275,-0.2695
1470,296,01/21/78,20,8,37,41.090,41.510,41.526,-0.0875,0.2596
1471,178,01/21/78,20,8,38,50.164,50.103,50.206,-0.0588,0.0124
1472,132,01/21/78,20,8,38,24.049,25.605,999.999,-10.9641,1.0569
1473,160,01/21/78,20,8,39,43.729,42.965,45.372,-0.4880,-0.0170
1474,207,01/21/78,20,8,40,999.999,999.999,31.185,-0.3874,-0.0450
1475,139,01/21/78,20,8,42,999.999,34.426,999.999,0.9895,-59.9660
1476,449,01/21/78,20,8,45,33.835,37.590,39.302,-2.0060,-1.5041
1477,397,01/21/78,20,8,45,37.091,38.270,34.933,5.1125,-0.1325
1478,295,01/21/78,20,8,46,45.960,45.596,45.784,-0.0276,-0.0379
1479,183,01/21/78,20,8,52,999.999,52.392,46.419,1.5403,-0.7921
1480,133,01/21/78,20,8,54,999.999,999.999,50.633,-0.3934,-0.1217
1481,175,01/21/78,20,8,57,38.756,999.999,39.959,0.6985,-0.2148
1482,235,01/21/78,20,9,0,34.811,29.871,999.999,-0.0417,-39.5655
1483,240,01/21/78,20,9,1,54.703,52.609,56.217,-0.6160,0.1414
1484,202,01/21/78,20,9,1,36.426,36.807,35.733,-0.1930,-0.0243
1485,172,01/21/78,20,9,1,49.309,44.964,999.999,-0.0514,0.0350
1486,140,01/21/78,20,9,3,999.999,999.999,40.398,-1.2826,0.3701
1487,174,01/21/78,20,9,5,31.180,32.282,31.242,-0.2994,-0.2190
1488,169,01/21/78,20,9,7,49.429,57.327,52.096,0.0689,-0.0445
1489,140,01/21/78,20,9,7,999.999,999.999,55.541,1.6608,-0.1738
1490,144,01/21/78,20,9,12,25.034,24.867,24.744,-0.3930,-0.0750
1491,157,01/21/78,20,9,15,55.148,46.518,999.999,-0.1027,-0.1981
1492,164,01/21/78,20,9,16,56.453,999.999,60.024,-0.3820,-0.2817
1493,158,01/21/78,20,9,20,999.999,56.056,48.781,-1.3048,-0.0309
1494,161,01/21/78,20,9,21,43.570,46.687,42.719,-0.2291,-0.1306
1495,202,01/21/78,20,9,23,30.774,34.102,36.795,-0.3706,-0.0678
1496,183,01/21/78,20,9,27,28.437,27.916,29.599,-0.0733,-0.0125
1497,243,01/21/78,20,9,28,38.511,39.575,38.855,-0.3992,-0.2664
1498,235,01/21/78,20,9,28,33.596,32.481,33.642,-0.4525,-0.2729
1499,182,01/21/78,20,9,33,40.073,41.881,999.999,-0.4841,0.0051
1500,173,01/21/78,20,9,35,999.999,44.549,999.999,-0.2259,-0.3294
1501,173,01/21/78,20,9,36,999.999,71.796,999.999,-0.1075,-0.1464
1502,236,01/21/78,20,9,37,38.395,48.488,39.583,-1.0379,0.4583
1503,185,01/21/78,20,9,43,25.419,999.999,25.282,0.4108,-0.3981
1504,217,01/21/78,20,9,42,42.211,999.999,43.336,0.4097,-0.3307
1505,153,01/21/78,20,9,45,27.715,999.999,27.934,-0.4042,-0.4600
1506,106,01/21/78,20,9,48,14.211,13.966,14.253,1.5689,-0.1015
1507,324,01/21/78,20,9,48,36.583,36.230,38.621,-0.8858,-0.7201
1508,214,01/21/78,20,9,48,31.264,28.779,29.794,-0.1744,-0.4002
1509,149,01/21/78,20,9,52,999.999,56.375,999.999,-0.8336,-0.4000
1510,185,01/21/78,20,9,55,999.999,999.999,52.805,-10.0853,-0.4442
1511,152,01/21/78,20,9,57,999.999,56.922,999.999,-0.2807,-0.2199
1512,170,01/21/78,20,10,0,999.999,48.032,52.397,-8.8950,-0.0225
1513,234,01/21/78,20,10,7,33.223,999.999,32.700,0.0908,-0.0008
1514,134,01/21/78,20,10,8,29.013,999.999,999.999,-51.0829,-51.1212
1515,180,01/21/78,20,10,18,38.414,38.979,999.999,-0.2172,0.0717
1516,109,01/21/78,20,10,19,38.477,999.999,38.990,-0.3069,0.0373
1517,295,01/21/78,20,10,19,999.999,999.999,54.854,-0.0434,0.0068
1518,274,01/21/78,20,10,29,44.475,44.977,46.636,0.4537,-0.4802
1519,268,01/21/78,20,10,32,45.687,45.779,44.764,-0.0527,-0.1880
1520,229,01/21/78,20,10,36,999.999,999.999,38.762,0.0176,-1.0323
1521,220,01/21/78,20,10,42,45.212,48.258,999.999,-0.3167,-0.2419
1522,232,01/21/78,20,10,46,41.579,999.999,40.305,14.1110,-0.7007
1523,186,01/21/78,20,10,47,37.299,999.999,36.679,-0.1572,-0.1916
1524,111,01/21/78,20,10,53,30.125,36.275,35.004,-53.4418,-53.2689
1525,136,01/21/78,20,10,55,37.221,999.999,37.252,0.7280,-0.0195
1526,269,01/21/78,20,10,59,29.685,30.220,31.461,-0.8475,-1.1407
1527,261,01/21/78,20,11,0,28.992,29.175,25.440,-1.5212,0.2201
1528,169,01/21/78,20,11,3,36.007,33.178,34.938,0.0530,-0.2115
1529,155,01/21/78,20,11,6,31.385,30.268,32.311,-0.1452,-0.0427
1530,153,01/21/78,20,11,13,34.027,34.333,35.222,-0.0319,-0.0036
1531,169,01/21/78,20,11,17,999.999,999.999,30.220,-14.1686,-0.0810
1532,233,01/21/78,20,11,21,999.999,43.681,999.999,-0.1243,-0.3331
1533,176,01/21/78,20,11,25,30.321,30.143,30.336,-0.4891,-0.2013
1534,141,01/21/78,20,11,27,999.999,40.235,38.106,-0.6292,-0.3712
1535,148,01/21/78,20,11,28,999.999,25.380,27.227,-13.7426,-42.1487
1536,176,01/21/78,20,11,33,32.275,34.904,31.814,0.2943,-0.0547
1537,150,01/21/78,20,11,39,999.999,50.300,999.999,-6.8251,-1.1089
1538,212,01/21/78,20,11,41,24.571,999.999,25.663,-31.3547,-1.0864
1539,127,01/21/78,20,11,42,39.256,38.185,35.998,-0.7879,-0.0585
1540,164,01/21/78,20,11,43,37.591,38.683,999.999,-0.3080,-0.0596
1541,221,01/21/78,20,11,45,32.894,30.835,29.764,-1.5862,-1.5278
1542,140,01/21/78,20,11,46,39.247,40.670,38.456,-0.3068,-0.0441
1543,208,01/21/78,20,11,48,999.999,999.999,35.359,4.0018,-0.0057
1544,194,01/21/78,20,11,53,22.983,23.179,23.014,-0.0507,0.0712
1545,158,01/21/78,20,11,58,33.803,33.722,33.900,-0.0621,-0.0040
1546,143,01/21/78,20,11,58,999.999,30.010,29.067,-0.0799,0.4093
1547,145,01/21/78,20,12,1,999.999,36.010,33.234,-0.0549,-0.1569
1548,181,01/21/78,20,12,3,35.058,999.999,34.461,-1.8239,0.1105
1549,176,01/21/78,20,12,6,40.741,40.950,999.999,1.1841,-0.2280
1550,138,01/21/78,20,12,11,30.765,29.661,29.547,-0.3034,0.3044
1551,123,01/21/78,20,12,38,33.437,999.999,30.388,-0.3737,0.0710
1552,155,01/21/78,20,12,40,35.833,36.983,35.675,-0.6157,-0.0073
1553,260,01/21/78,20,12,41,999.999,999.999,23.770,0.4142,-0.3474
1554,145,01/21/78,20,12,57,999.999,41.958,999.999,-44.6353,-0.6664
1555,159,01/21/78,20,12,59,34.671,34.639,999.999,-41.7330,7.3754
1556,142,01/21/78,20,13,3,26.015,999.999,25.695,-28.3999,-33.7963
1557,138,01/21/78,20,13,4,33.141,37.075,32.026,-0.5180,0.1433
1558,110,01/21/78,20,13,4,20.383,999.999,20.655,-0.6567,0.1913
1559,230,01/21/78,20,13,6,29.803,29.098,30.680,0.6258,-0.3213
1560,180,01/21/78,20,13,6,999.999,29.416,999.999,-15.8061,-28.7162
1561,158,01/21/78,20,13,8,33.747,38.386,33.849,-1.3011,0.1160
1562,128,01/21/78,20,13,13,35.123,34.847,36.140,-0.1755,-0.2915
1563,154,01/21/78,20,13,14,999.999,50.201,999.999,4.4526,-0.1189
1564,154,01/21/78,20,13,25,35.162,999.999,38.834,0.4957,-0.0670
1565,187,01/21/78,20,13,29,30.261,27.075,999.999,6.6645,-1.0322
1566,151,01/21/78,20,13,32,30.347,999.999,31.536,0.3482,-0.2747
1567,130,01/21/78,20,13,48,999.999,999.999,35.369,-0.3870,0.0124
1568,156,01/21/78,20,14,2,28.994,999.999,31.423,4.2230,-1.1560
