NUMBR	DIST	DATA	    ASTRDAY	HR	MIN	V1	V2	V3	  TAU1  	TAU2 
6811	223	11.29.72	333	6	50	999,999	999,999	49,403	-16,9802	5,8909
6812	157	11.29.72	333	6	52	25,680	26,140	29,166	-35,9178	7,9056
6813	186	11.29.72	333	6	53	22,035	22,280	21,754	-15,3620	-41,8574
6814	229	11.29.72	333	6	56	51,389	50,110	51,882	-14,0154	-4,5559
6815	198	11.29.72	333	6	57	51,751	999,999	54,461	-15,6081	-0,8918
6816	201	11.29.72	333	6	59	999,999	999,999	46,910	-21,2080	7,1092
6817	323	11.29.72	333	7	0	55,303	59,331	61,010	-11,4039	0,0495
6818	213	11.29.72	333	7	0	58,713	53,667	58,745	-9,1362	-9,9968
6819	209	11.29.72	333	7	3	53,192	53,268	52,309	-17,2674	1,8220
6820	179	11.29.72	333	7	4	28,694	30,233	26,627	-9,9237	-49,5736
6821	285	11.29.72	333	7	6	57,869	999,999	54,396	-7,7064	-7,0593
6822	193	11.29.72	333	7	7	48,622	46,849	46,769	-5,1093	-20,9580
6823	109	11.29.72	333	7	8	35,603	35,104	32,944	-13,0143	-50,5634
6824	215	11.29.72	333	7	9	56,777	48,593	49,436	-14,0924	-0,6579
6825	208	11.29.72	333	7	9	49,443	55,863	999,999	-11,1705	-6,9245
6826	183	11.29.72	333	7	10	52,371	999,999	52,381	-14,4780	-2,2445
6827	191	11.29.72	333	7	10	54,891	55,704	60,623	-14,0356	-5,1509
6828	235	11.29.72	333	7	11	56,362	56,421	59,328	-12,8597	-2,8992
6829	479	11.29.72	333	7	13	60,560	57,388	999,999	-12,1701	6,3194
6830	240	11.29.72	333	7	13	39,155	41,550	43,093	-8,7518	-18,2041
6831	194	11.29.72	333	7	14	29,376	32,775	29,702	-13,1721	-34,0455
6832	156	11.29.72	333	7	15	999,999	48,426	54,869	-13,9996	-11,9106
6833	175	11.29.72	333	7	15	61,622	999,999	999,999	-12,2028	-7,8340
6834	187	11.29.72	333	7	16	52,312	999,999	51,419	-16,5929	-0,9530
6835	235	11.29.72	333	7	16	58,655	56,445	60,886	-13,5415	1,5518
6836	155	11.29.72	333	7	16	52,390	58,160	54,677	-14,6051	-9,7913
6837	101	11.29.72	333	7	16	36,942	40,522	999,999	-12,6407	-44,7349
6838	196	11.29.72	333	7	17	999,999	999,999	52,642	-16,0140	-0,5346
6839	175	11.29.72	333	7	17	37,350	38,746	36,740	-1,0448	-30,9744
6840	159	11.29.72	333	7	19	55,267	999,999	999,999	-14,0614	-4,0246
6841	130	11.29.72	333	7	20	36,887	37,448	37,892	-9,8738	-38,9238
6842	421	11.29.72	333	7	21	67,968	999,999	67,979	-5,8650	-1,9098
6843	226	11.29.72	333	7	21	999,999	31,792	36,206	-13,1071	-12,6891
6844	246	11.29.72	333	7	23	999,999	999,999	57,734	-9,4714	-6,4916
6845	91	11.29.72	333	7	23	26,187	27,845	999,999	-18,8780	-71,8318
6846	191	11.29.72	333	7	24	999,999	50,894	999,999	-17,8323	-1,7825
6847	170	11.29.72	333	7	25	70,776	999,999	57,197	-13,1198	-5,1619
6848	178	11.29.72	333	7	26	39,360	43,801	40,941	-20,8387	-8,6466
6849	179	11.29.72	333	7	27	58,654	48,034	999,999	-15,8440	-1,4797
6850	198	11.29.72	333	7	29	47,477	46,619	48,137	-17,4784	-1,9564
6851	236	11.29.72	333	7	29	39,350	38,190	999,999	-3,3211	-42,2289
6852	264	11.29.72	333	7	30	53,943	999,999	62,903	-8,7893	0,0094
6853	153	11.29.72	333	7	30	31,120	999,999	30,047	-9,4197	-40,1019
6854	168	11.29.72	333	7	31	999,999	53,571	59,652	-6,5511	-4,4883
6855	147	11.29.72	333	7	31	28,488	29,215	28,146	-15,9136	-60,8991
6856	168	11.29.72	333	7	31	24,375	25,251	25,096	3,2880	-51,5471
6857	198	11.29.72	333	7	35	58,197	56,853	54,561	-7,1191	-13,8136
6858	204	11.29.72	333	7	36	50,011	999,999	48,513	-16,8814	0,6878
6859	218	11.29.72	333	7	36	57,134	57,201	999,999	-13,9734	0,5128
6860	233	11.29.72	333	7	37	999,999	999,999	52,886	-9,5720	-5,0478
6861	209	11.29.72	333	7	37	48,768	48,747	48,736	-4,2386	-17,6676
6862	168	11.29.72	333	7	38	50,162	60,482	999,999	-13,0038	-12,0470
6863	173	11.29.72	333	7	40	52,235	53,034	999,999	-9,8383	-16,3390
6864	136	11.29.72	333	7	41	26,995	28,115	25,175	2,1048	-54,6023
6865	178	11.29.72	333	7	42	55,340	53,740	999,999	-12,8249	-6,5652
6866	165	11.29.72	333	7	43	60,049	56,540	999,999	-10,1125	-15,1820
6867	160	11.29.72	333	7	43	68,619	999,999	999,999	-9,1755	-10,1369
6868	335	11.29.72	333	7	43	63,452	55,920	57,149	-7,8587	-3,7310
6869	154	11.29.72	333	7	44	999,999	999,999	54,517	-19,0711	0,9445
6870	180	11.29.72	333	7	45	46,037	49,383	49,357	-15,8518	-3,8207
6871	152	11.29.72	333	7	46	999,999	54,215	999,999	-16,0671	-10,1689
6872	212	11.29.72	333	7	46	43,930	49,950	42,867	-7,0351	-17,5836
6873	261	11.29.72	333	7	47	52,028	53,061	52,027	-3,2056	-14,0203
6874	339	11.29.72	333	7	48	54,090	55,670	57,001	-7,6549	-5,0831
6875	416	11.29.72	333	7	49	55,162	55,667	54,799	-4,1848	-4,0244
6876	184	11.29.72	333	7	49	50,996	51,140	52,160	-18,4964	2,3044
6877	166	11.29.72	333	7	52	999,999	49,957	44,213	-14,7347	-4,9830
6878	348	11.29.72	333	7	53	63,377	999,999	999,999	4,6995	-0,3218
6879	175	11.29.72	333	7	53	57,981	999,999	999,999	-14,1835	-4,5342
6880	174	11.29.72	333	7	55	52,046	58,308	58,347	-7,5011	-19,8193
6881	202	11.29.72	333	7	56	53,384	53,320	53,301	-10,0021	-13,0216
6882	226	11.29.72	333	7	59	999,999	999,999	55,320	-11,6962	-5,0363
6883	237	11.29.72	333	8	0	56,622	52,817	999,999	-10,3990	-19,0886
6884	170	11.29.72	333	8	0	44,261	999,999	45,171	-19,7826	-3,4469
6885	337	11.29.72	333	8	0	29,638	29,880	30,277	-4,9898	-21,6390
6886	120	11.29.72	333	8	1	999,999	999,999	51,239	-20,9964	-6,1889
6887	184	11.29.72	333	8	2	46,434	51,965	46,047	-16,9385	-2,0253
6888	224	11.29.72	333	8	3	58,642	57,980	57,895	-14,5564	1,9032
6889	175	11.29.72	333	8	5	51,173	51,220	999,999	-10,9354	-4,1725
6890	233	11.29.72	333	8	6	50,135	49,277	51,453	-9,7890	-9,7620
6891	185	11.29.72	333	8	7	999,999	999,999	52,746	-8,1455	-24,4839
6892	133	11.29.72	333	8	8	31,048	30,706	28,905	7,4211	-51,4689
6893	152	11.29.72	333	8	8	47,163	47,776	47,729	-17,7933	-6,8176
6894	203	11.29.72	333	8	8	54,515	999,999	62,540	-8,4899	-12,4798
6895	179	11.29.72	333	8	12	72,592	999,999	999,999	-11,1162	-12,2351
6896	179	11.29.72	333	8	13	50,716	53,105	55,720	-8,7885	-17,3564
6897	227	11.29.72	333	8	13	999,999	58,367	51,679	-10,7938	-6,3676
6898	281	11.29.72	333	8	14	999,999	999,999	73,521	-12,1350	1,4257
6899	223	11.29.72	333	8	14	48,703	45,893	46,968	-10,3167	-10,3672
6900	135	11.29.72	333	8	18	54,217	999,999	45,047	-18,2794	-8,1589
6901	238	11.29.72	333	8	18	56,727	48,048	52,916	-9,3856	-8,3696
6902	160	11.29.72	333	8	21	40,017	39,125	40,009	-20,9369	-1,9432
6903	206	11.29.72	333	8	21	999,999	49,219	999,999	-7,5142	-11,6762
6904	141	11.29.72	333	8	23	52,087	999,999	52,134	-17,7557	-9,9184
6905	270	11.29.72	333	8	23	44,149	999,999	999,999	-10,7235	-6,5905
6906	179	11.29.72	333	8	25	53,878	33,364	33,371	0,8260	-4,9983
6907	150	11.29.72	333	8	27	36,380	34,304	999,999	-8,6045	-46,2872
6908	495	11.29.72	333	8	29	59,193	53,384	51,706	-1,5631	-0,4055
6909	446	11.29.72	333	8	29	45,712	48,545	47,961	-6,1119	-1,5857
6910	186	11.29.72	333	8	32	51,258	54,120	999,999	-3,5020	-19,9845
6911	216	11.29.72	333	8	33	50,385	56,277	56,912	-10,7281	-8,2723
6912	241	11.29.72	333	8	34	51,372	51,421	53,137	-12,0571	-7,2560
6913	182	11.29.72	333	8	35	52,214	62,117	999,999	-14,3769	-6,2960
6914	330	11.29.72	333	8	35	62,579	52,856	58,080	-9,7824	-1,2548
6915	199	11.29.72	333	8	35	999,999	999,999	54,677	-9,2968	-15,9116
6916	192	11.29.72	333	8	36	999,999	999,999	60,773	-11,7010	-8,6215
6917	100	11.29.72	333	8	36	28,664	999,999	999,999	-1,0930	-65,7745
6918	144	11.29.72	333	8	37	46,526	41,691	46,576	-17,9789	-11,1506
6919	195	11.29.72	333	8	38	55,471	61,296	999,999	-14,5649	-7,5240
6920	157	11.29.72	333	8	39	46,390	46,319	41,525	-12,8522	-21,4715
6921	170	11.29.72	333	8	39	60,746	999,999	999,999	-11,3346	-12,1211
6922	243	11.29.72	333	8	41	58,600	57,391	57,353	-11,6192	-2,7126
6923	261	11.29.72	333	8	42	49,535	49,342	51,482	-18,2498	4,8064
6924	230	11.29.72	333	8	43	28,631	28,495	27,854	-4,0170	-34,4650
6925	184	11.29.72	333	8	43	50,514	52,548	52,587	-10,1903	-17,8847
6926	235	11.29.72	333	8	43	60,043	999,999	57,574	-9,0882	-9,2310
6927	283	11.29.72	333	8	43	53,785	55,856	61,866	-13,3723	0,9550
6928	176	11.29.72	333	8	43	58,181	58,233	999,999	-9,9232	-14,2280
6929	140	11.29.72	333	8	44	28,916	27,976	29,359	16,3299	-50,3536
6930	165	11.29.72	333	8	46	49,715	59,949	999,999	-12,9869	-15,0985
6931	270	11.29.72	333	8	46	55,758	52,596	63,638	-8,9364	-5,3620
6932	152	11.29.72	333	8	47	54,057	999,999	999,999	-14,9300	-11,0603
6933	196	11.29.72	333	8	50	48,020	999,999	47,438	-12,7020	-11,0212
6934	323	11.29.72	333	8	50	61,628	59,520	59,029	-10,7397	0,7893
6935	151	11.29.72	333	8	51	47,560	999,999	49,638	-16,8013	-12,1417
6936	169	11.29.72	333	8	52	59,815	999,999	53,214	-7,4987	-16,9131
6937	218	11.29.72	333	8	53	51,134	999,999	999,999	-5,7737	-14,8785
6938	167	11.29.72	333	8	55	56,662	999,999	999,999	-12,4104	-13,0191
6939	216	11.29.72	333	8	55	51,222	999,999	51,223	-20,2839	-9,8774
6940	172	11.29.72	333	8	55	44,949	39,111	999,999	-12,8757	-13,1385
6941	194	11.29.72	333	8	55	999,999	999,999	53,943	-11,3880	-12,4776
6942	218	11.29.72	333	8	56	56,504	999,999	999,999	-9,3575	-9,4800
6943	206	11.29.72	333	8	56	999,999	999,999	52,793	-10,0668	-12,1292
6944	173	11.29.72	333	8	56	999,999	57,700	999,999	-10,1871	-11,0165
6945	186	11.29.72	333	8	57	31,320	31,016	999,999	10,1923	-41,9069
6946	283	11.29.72	333	9	1	53,505	51,695	53,655	-10,9000	-2,5730
6947	577	11.29.72	333	9	3	59,184	56,443	56,881	-3,5248	-2,2137
6948	287	11.29.72	333	9	4	53,902	54,033	57,173	-14,5296	0,9176
6949	156	11.29.72	333	9	4	48,104	47,836	54,810	-8,6740	-24,0945
6950	181	11.29.72	333	9	7	67,821	999,999	58,105	-9,1089	-12,7745
6951	217	11.29.72	333	9	8	45,569	43,948	45,800	-11,0318	-12,8290
6952	201	11.29.72	333	9	8	48,114	47,763	49,526	-10,8753	-13,7773
6953	178	11.29.72	333	9	9	46,722	999,999	999,999	-5,6203	-21,1892
6954	163	11.29.72	333	9	11	49,426	999,999	43,646	-14,2824	-15,7668
6955	158	11.29.72	333	9	12	52,400	48,730	999,999	-13,8131	-17,0418
6956	214	11.29.72	333	9	13	999,999	50,172	48,047	-6,0034	-18,4293
6957	153	11.29.72	333	9	13	67,250	57,806	999,999	-11,9200	-13,1783
6958	289	11.29.72	333	9	15	54,488	54,304	57,298	-5,1051	-10,0069
6959	189	11.29.72	333	9	17	999,999	53,244	999,999	-10,2683	-14,5442
6960	139	11.29.72	333	9	17	999,999	33,926	999,999	-8,2040	-59,2433
6961	134	11.29.72	333	9	18	47,908	50,869	50,811	-18,5816	-8,6956
6962	128	11.29.72	333	9	19	45,635	999,999	999,999	-10,3851	-30,3074
6963	211	11.29.72	333	9	19	999,999	48,948	48,125	-9,1655	-13,5379
6964	242	11.29.72	333	9	22	999,999	999,999	51,479	-13,8096	-5,4418
6965	200	11.29.72	333	9	22	24,245	23,014	21,425	-4,1827	-31,2477
6966	189	11.29.72	333	9	22	48,101	46,525	51,558	-9,2926	-17,5616
6967	193	11.29.72	333	9	24	27,341	30,940	24,360	8,9822	-41,1403
6968	151	11.29.72	333	9	24	49,554	49,608	53,951	-11,8859	-19,4585
6969	160	11.29.72	333	9	27	48,937	50,983	48,979	-16,6569	-9,9050
6970	280	11.29.72	333	9	27	41,922	999,999	42,068	-5,8367	-10,9422
6971	216	11.29.72	333	9	27	54,432	56,927	55,238	-13,9604	-6,2961
6972	199	11.29.72	333	9	29	65,362	999,999	61,912	-9,5748	-10,2525
6973	201	11.29.72	333	9	30	24,382	999,999	999,999	-30,1791	-29,3978
6974	145	11.29.72	333	9	31	999,999	52,903	999,999	-12,3820	-19,4444
6975	168	11.29.72	333	9	32	999,999	999,999	60,454	-10,2720	-10,0918
6976	135	11.29.72	333	9	45	999,999	999,999	35,449	-10,9629	-35,3915
6977	565	11.29.72	333	9	45	999,999	42,532	51,474	2,2779	-14,1652
6978	168	11.29.72	333	9	46	999,999	999,999	52,369	-10,5174	-18,9901
6979	152	11.29.72	333	9	47	54,029	999,999	999,999	-8,7355	-25,4012
6980	170	11.29.72	333	9	47	57,210	70,914	999,999	-10,0897	-15,0757
6981	160	11.29.72	333	9	48	21,395	20,951	21,733	-22,6733	-10,1703
6982	168	11.29.72	333	9	48	999,999	44,921	999,999	-11,7353	-18,2535
6983	213	11.29.72	333	9	49	30,312	28,975	999,999	-18,8018	-12,7325
6984	156	11.29.72	333	9	50	54,735	999,999	999,999	-11,1429	-18,9685
6985	185	11.29.72	333	9	51	999,999	999,999	52,705	-10,8286	-16,0611
6986	199	11.29.72	333	9	51	38,572	37,606	43,001	-15,9437	-15,0995
6987	271	11.29.72	333	9	52	46,625	43,698	42,665	-6,3520	-14,0466
6988	182	11.29.72	333	9	52	46,245	48,458	999,999	-13,0321	-14,0299
6989	162	11.29.72	333	9	53	999,999	51,315	52,557	-10,8827	-20,4563
6990	171	11.29.72	333	9	54	49,300	50,635	52,689	-10,5028	-20,3803
6991	195	11.29.72	333	9	57	51,688	999,999	54,111	-11,6617	-12,6019
6992	170	11.29.72	333	9	57	48,961	48,902	46,735	-10,0015	-18,4547
6993	155	11.29.72	333	9	58	50,298	50,357	50,381	-12,9033	-18,0779
6994	145	11.29.72	333	9	58	48,635	46,103	52,888	-11,6851	-21,2366
6995	186	11.29.72	333	9	59	999,999	999,999	59,887	-10,5533	-15,9806
6996	168	11.29.72	333	10	0	44,435	50,665	45,313	-17,1528	-11,2468
6997	173	11.29.72	333	10	1	38,625	38,571	38,508	-3,0259	-31,7638
6998	205	11.29.72	333	10	2	46,632	42,733	47,026	-9,3798	-15,4449
6999	185	11.29.72	333	10	3	999,999	999,999	41,778	-1,2108	-37,4780
7000	201	11.29.72	333	10	5	43,492	37,394	999,999	-3,4293	-23,1136
7001	230	11.29.72	333	10	5	41,315	37,176	33,682	5,9013	-27,6894
7002	159	11.29.72	333	10	6	50,968	999,999	55,502	-12,5597	-19,4817
7003	202	11.29.72	333	10	6	47,954	48,620	49,020	-13,4404	-8,4251
7004	175	11.29.72	333	10	9	44,634	999,999	43,644	-14,1177	-17,8248
7005	155	11.29.72	333	10	9	47,279	48,246	48,290	-11,4035	-21,5083
7006	172	11.29.72	333	10	13	57,482	50,783	52,855	-9,4450	-17,1612
7007	181	11.29.72	333	10	15	999,999	51,486	45,962	-7,3839	-18,4038
7008	135	11.29.72	333	10	15	999,999	54,514	999,999	-12,9916	-12,2259
7009	192	11.29.72	333	10	17	45,402	47,002	45,920	-6,9252	-21,3589
7010	155	11.29.72	333	10	18	50,243	999,999	58,335	-11,5578	-15,5200
7011	176	11.29.72	333	10	19	999,999	37,954	999,999	-8,6493	-21,8002
7012	180	11.29.72	333	10	19	35,190	33,072	34,388	-26,8158	9,5522
7013	137	11.29.72	333	10	23	51,335	45,355	51,470	-11,1989	-26,0276
7014	181	11.29.72	333	10	25	46,889	48,467	45,271	-9,0364	-23,2380
7015	190	11.29.72	333	10	27	39,581	41,651	999,999	-4,3682	-26,4363
7016	136	11.29.72	333	10	27	63,392	999,999	999,999	-10,6719	-23,8427
7017	211	11.29.72	333	10	28	46,548	46,505	51,319	-8,8025	-16,7927
7018	144	11.29.72	333	10	31	52,626	999,999	999,999	-8,7390	-26,1049
7019	440	11.29.72	333	10	33	36,131	37,620	38,095	-8,5131	-5,7580
7020	178	11.29.72	333	10	33	51,067	51,702	999,999	-10,8012	-16,0082
7021	267	11.29.72	333	10	34	32,663	33,914	30,988	-1,3444	-26,5908
7022	183	11.29.72	333	10	34	43,211	52,450	45,599	-18,4693	-5,8949
7023	260	11.29.72	333	10	35	29,089	31,520	28,536	11,2211	-34,2172
7024	152	11.29.72	333	10	35	36,985	37,889	32,554	-24,2314	-14,7764
7025	141	11.29.72	333	10	38	999,999	52,379	999,999	-14,9521	-13,1605
7026	138	11.29.72	333	10	37	48,611	999,999	40,782	-12,6777	-25,8141
7027	153	11.29.72	333	10	40	999,999	999,999	33,859	-16,6589	-15,3342
7028	178	11.29.72	333	10	40	999,999	51,098	49,360	-14,4373	-9,5505
7029	475	11.29.72	333	10	42	40,071	42,695	40,914	4,3520	-13,8437
7030	217	11.29.72	333	10	43	999,999	56,381	47,185	-8,1470	-10,2272
7031	174	11.29.72	333	10	44	22,917	22,776	22,952	-40,3521	7,6353
7032	151	11.29.72	333	10	45	26,171	999,999	999,999	-37,1695	6,5562
7033	136	11.29.72	333	10	45	999,999	54,393	63,392	-11,9507	-17,8838
7034	231	11.29.72	333	10	52	32,901	31,567	32,119	-3,4340	-29,3897
7035	141	11.29.72	333	10	55	999,999	42,258	999,999	-8,1264	-26,2179
7036	266	11.29.72	333	10	59	23,442	23,098	25,543	-5,5802	-28,0182
7037	168	11.29.72	333	11	4	56,831	56,873	56,941	-8,2346	-20,4214
7038	133	11.29.72	333	11	5	53,776	46,433	999,999	-17,1350	-11,9182
7039	153	11.29.72	333	11	7	49,927	54,295	999,999	-8,8895	-27,5205
7040	153	11.29.72	333	11	9	999,999	47,336	45,518	-7,2070	-27,2396
7041	221	11.29.72	333	11	10	29,444	28,792	31,941	-29,1527	-0,8584
7042	142	11.29.72	333	11	12	999,999	52,451	52,448	-14,1308	-13,3504
7043	215	11.29.72	333	11	13	48,160	46,839	47,335	-10,7429	-13,5183
7044	149	11.29.72	333	11	14	39,780	41,925	999,999	-18,7594	-23,5904
7045	121	11.29.72	333	11	15	36,165	999,999	999,999	-21,5927	-26,6479
7046	131	11.29.72	333	11	15	53,434	999,999	999,999	-13,5618	-19,0913
7047	164	11.29.72	333	11	16	39,415	41,496	999,999	-6,3016	-28,6259
7048	166	11.29.72	333	11	17	47,685	48,389	999,999	-6,3033	-26,8097
7049	235	11.29.72	333	11	17	999,999	46,835	41,587	-8,6212	-12,0175
7050	136	11.29.72	333	11	23	999,999	999,999	54,495	-11,7765	-23,6524
7051	156	11.29.72	333	11	24	999,999	999,999	22,276	-38,9913	-8,0713
7052	388	11.29.72	333	11	26	43,028	42,522	41,609	-1,3028	-11,5670
7053	245	11.29.72	333	11	27	27,876	27,671	26,579	-8,8719	-27,2834
7054	138	11.29.72	333	11	29	48,655	999,999	51,654	-5,8646	-30,3478
7055	157	11.29.72	333	11	32	47,926	54,931	999,999	-1,4745	-26,2167
7056	234	11.29.72	333	11	33	999,999	999,999	35,448	-29,5865	-0,0379
7057	138	11.29.72	333	11	34	47,408	43,200	999,999	-4,9824	-32,8970
7058	134	11.29.72	333	11	35	31,786	30,772	31,232	12,0119	-49,6525
7059	411	11.29.72	333	11	36	36,613	38,442	36,605	4,2670	-17,4866
7060	430	11.29.72	333	11	39	999,999	31,868	33,937	2,8197	-17,1692
7061	181	11.29.72	333	11	39	999,999	33,952	999,999	5,3319	-28,0547
7062	420	11.29.72	333	11	40	37,299	38,804	37,825	-0,1310	-13,0729
7063	215	11.29.72	333	11	41	35,066	35,418	32,589	-1,4973	-28,8938
7064	135	11.29.72	333	11	42	31,951	29,401	31,896	-29,5586	2,2688
7065	214	11.29.72	333	11	43	34,625	38,348	30,467	-7,7271	-22,6220
7066	175	11.29.72	333	11	43	999,999	31,176	32,421	-19,2294	-24,5280
7067	244	11.29.72	333	11	44	999,999	38,373	999,999	0,0923	-18,9535
7068	144	11.29.72	333	11	44	30,322	30,999	31,990	-29,1889	4,3351
7069	141	11.29.72	333	11	46	999,999	52,278	999,999	-7,2588	-23,1757
7070	156	11.29.72	333	11	46	47,820	42,888	42,257	-10,8502	-21,9279
7071	156	11.29.72	333	11	46	999,999	999,999	37,363	14,5532	-34,7200
7072	523	11.29.72	333	11	47	40,221	38,108	37,726	6,7058	-11,9105
7073	153	11.29.72	333	11	49	999,999	999,999	42,432	-27,7706	-2,2107
7074	161	11.29.72	333	11	49	34,058	36,080	33,758	-17,6511	-29,2931
7075	211	11.29.72	333	11	51	32,504	999,999	33,616	-56,0936	10,1544
7076	183	11.29.72	333	11	52	20,481	23,882	21,810	-37,7452	-23,2033
7077	141	11.29.72	333	11	52	52,068	52,107	999,999	-8,1184	-30,0900
7078	199	11.29.72	333	11	52	30,997	38,864	33,672	-27,4038	-6,9048
7079	386	11.29.72	333	11	53	35,681	35,643	35,361	-12,2125	-2,7672
7080	180	11.29.72	333	11	58	999,999	51,923	52,001	-4,9507	-22,9980
7081	176	11.29.72	333	12	1	32,253	34,610	34,623	-16,5250	-39,8850
7082	175	11.29.72	333	12	2	30,185	29,890	31,047	-27,9995	-9,7792
7083	444	11.29.72	333	12	3	40,038	39,608	41,760	-14,6975	1,2871
7084	168	11.29.72	333	12	5	18,528	19,731	18,184	-50,2967	9,5634
7085	200	11.29.72	333	12	7	35,764	36,319	37,295	-1,1661	-31,6094
7086	171	11.29.72	333	12	8	999,999	999,999	34,317	-28,5628	1,8905
7087	159	11.29.72	333	12	9	31,867	32,867	999,999	-5,3715	-40,9721
7088	151	11.29.72	333	12	10	47,566	45,457	999,999	-4,3708	-29,8785
7089	230	11.29.72	333	12	12	38,790	36,699	999,999	-11,5155	0,6633
7090	282	11.29.72	333	12	12	31,206	27,235	31,115	-46,1479	-13,9318
7091	158	11.29.72	333	12	13	37,480	41,487	41,712	-7,1845	-32,3450
7092	148	11.29.72	333	12	14	43,875	38,578	41,119	-21,7649	-8,4824
7093	193	11.29.72	333	12	15	45,629	43,154	44,068	-0,1536	-25,2208
7094	180	11.29.72	333	12	15	30,887	34,942	31,038	-19,6805	-20,8627
7095	145	11.29.72	333	12	16	46,642	999,999	40,686	-3,9703	-32,3370
7096	164	11.29.72	333	12	16	34,418	36,695	34,684	-2,8995	-35,4364
7097	243	11.29.72	333	12	17	34,657	34,869	999,999	0,4816	-28,3232
7098	159	11.29.72	333	12	18	38,345	37,619	999,999	-3,3240	-35,8656
7099	200	11.29.72	333	12	21	999,999	48,531	45,479	-9,9372	-21,3017
7100	138	11.29.72	333	12	24	999,999	40,440	999,999	-26,6252	-19,6317
7101	230	11.29.72	333	12	26	28,010	29,725	29,761	3,2139	-35,3262
7102	168	11.29.72	333	12	26	999,999	29,468	999,999	16,5750	-49,8670
7103	184	11.29.72	333	12	26	30,208	32,073	31,412	-30,5004	-1,0979
7104	134	11.29.72	333	12	30	24,347	999,999	28,631	-38,0458	0,9351
7105	147	11.29.72	333	12	30	27,398	31,116	999,999	-7,7641	-48,3050
7106	146	11.29.72	333	12	31	36,034	999,999	999,999	-3,5653	-36,8252
7107	179	11.29.72	333	12	33	43,865	46,629	43,964	0,0711	-26,1190
7108	124	11.29.72	333	12	36	27,101	26,606	27,910	-32,3650	-29,4435
7109	189	11.29.72	333	12	37	36,260	35,791	36,622	-21,2276	-8,5504
7110	176	11.29.72	333	12	39	42,378	999,999	999,999	-16,8863	68,3119
7111	130	11.29.72	333	12	43	33,281	34,416	33,478	-28,9481	2,3147
7112	240	11.29.72	333	12	44	22,674	23,420	23,036	-38,5935	0,4271
7113	156	11.29.72	333	12	45	24,031	24,179	26,427	-41,7561	5,2397
7114	154	11.29.72	333	12	48	25,653	26,397	28,345	-31,8071	-16,9931
7115	163	11.29.72	333	12	51	49,475	999,999	42,386	-1,4313	-27,7924
7116	175	11.29.72	333	12	52	29,876	27,783	999,999	-30,7464	2,0993
7117	173	11.29.72	333	12	53	999,999	999,999	26,874	-38,8710	-6,2046
7118	179	11.29.72	333	12	53	24,887	28,123	999,999	-36,8001	-2,0640
7119	199	11.29.72	333	12	53	37,222	37,806	31,908	2,1702	-20,5230
7120	223	11.29.72	333	12	56	14,302	16,879	999,999	-25,2545	-38,1464
7121	171	11.29.72	333	12	56	32,491	34,843	34,221	-24,7395	-12,3100
7122	226	11.29.72	333	12	58	43,846	999,999	36,537	1,9082	-22,1737
7123	145	11.29.72	333	12	58	32,793	27,983	25,484	-23,0033	-23,6667
7124	156	11.29.72	333	13	1	30,811	26,530	29,051	-23,9595	-22,2620
7125	206	11.29.72	333	13	2	43,344	39,894	37,964	1,3475	-25,4960
7126	201	11.29.72	333	13	4	34,121	30,566	32,374	-10,4472	-25,4319
7127	171	11.29.72	333	13	5	23,926	999,999	999,999	-51,2986	-1,6894
7128	147	11.29.72	333	13	6	23,863	28,645	26,750	-33,9717	-9,2339
7129	200	11.29.72	333	13	12	38,454	42,200	39,685	-12,9840	-22,9775
7130	268	11.29.72	333	13	15	28,920	33,023	29,219	2,8387	-27,8779
7131	183	11.29.72	333	13	18	44,789	999,999	999,999	-7,0164	-24,9553
7132	171	11.29.72	333	13	21	22,475	23,973	999,999	-32,2088	-26,8731
7133	172	11.29.72	333	13	22	39,097	999,999	38,405	-10,8769	-24,8978
7134	203	11.29.72	333	13	23	43,604	45,512	39,846	-2,2159	-23,6318
7135	289	11.29.72	333	13	24	999,999	30,157	30,659	-14,9920	-10,0361
7136	196	11.29.72	333	13	26	29,621	999,999	30,089	3,0154	-39,6110
7137	164	11.29.72	333	13	28	37,571	999,999	999,999	-16,4490	-26,8431
7138	141	11.29.72	333	13	31	999,999	24,551	24,407	-33,4493	-11,1990
7139	160	11.29.72	333	13	31	31,665	31,757	33,721	-2,3950	-43,9504
7140	139	11.29.72	333	13	34	32,433	36,669	34,684	-25,3480	-19,6410
7141	224	11.29.72	333	13	36	999,999	25,204	26,355	3,3807	-42,8920
7142	164	11.29.72	333	13	36	34,409	35,012	999,999	0,0220	-35,1388
7143	208	11.29.72	333	13	50	25,571	25,626	999,999	-9,2812	-36,6485
7144	175	11.29.72	333	13	52	34,331	999,999	29,618	-14,5112	-24,5630
7145	171	11.29.72	333	14	0	34,193	35,409	36,689	1,4965	-30,5841
7146	183	11.29.72	333	14	0	41,235	41,393	42,855	-1,0184	-27,8586
7147	169	11.29.72	333	14	10	33,751	999,999	999,999	-8,1625	-35,1323
7148	205	11.29.72	333	14	16	23,370	23,220	999,999	-23,3005	-26,6990
7149	220	11.29.72	333	14	16	22,221	999,999	21,838	-33,1306	-10,7468
7150	146	11.29.72	333	14	16	35,483	34,042	999,999	2,4507	-43,2697
7151	181	11.29.72	333	14	20	30,857	28,618	999,999	18,2517	-41,8047
